keyword,Title,Reviews,Review_points,Address,Country,City,State,Website,Phone,Open_Time,Page_URL,Google_id,Place_id,Additional_info,Latitude,Longitude,Category,Main_image,Image_1,Image_2,Image_3,Description,Price_Range,Current_Status,Plus_code_URL,Plus_code,Delivery,Open_Time_Monday,Open_Time_Tuesday,Open_Time_Wednesday,Open_Time_Thursday,Open_Time_Friday,Open_Time_Saturday,Open_Time_Sunday,Popular_times_Monday,Popular_times_Tuesday,Popular_times_Wednesday,Popular_times_Thursday,Popular_times_Friday,Popular_times_Saturday,Popular_times_Sunday
Sekolah Tinggi di Malang,Sekolah Tinggi Ilmu Ekonomi Kertanegara,64,4.9,"Jl. Cengger Ayam I No.5, RW.02, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,https://stiekma.ac.id/,+62 341 492504, ,https://www.google.com/maps/place/Sekolah+Tinggi+Ilmu+Ekonomi+Kertanegara/data=!4m5!3m4!1s0x2dd629dca6bd3ab1:0x505c6d44912806fd!8m2!3d-7.945873!4d112.6308155?authuser=0&hl=en&rclk=1,0x2dd629dca6bd3ab1:0x505c6d44912806fd,ChIJsTq9ptwp1i0R_QYokURtXFA,,-7.945873,112.6308155,University,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEecEUHu0nwrwmeTyuEabPe0iLl3GjRMVPZI67qSWmKBINf_MP8c1tzL44sQt634hJYGOlXZbUn9mC2_oLMSLLh1fhGKZ-gjZq90ge58-F7IJhl9hnSrKHwi8cNtK01AkKTgXLMCLhwOaUN4koNibV6oSOf9e3GPYAU4twQAtxlWLFMb8xMmCu6kvye3my3guWJCQ=w408-h306-k-no,https://lh5.googleusercontent.com/p/z0Ug8zm4IukAAAQfCbDgmA=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/YKIa5-YNemZLZE_oszqUjw=w1024-h960-p-k-no,null,null,None,,"https://plus.codes/3J3J+M8 Tulusrejo, Malang City, East Java, Indonesia","3J3J+M8 Tulusrejo, Malang City, East Java, Indonesia",null,,,,,,,,,,,,,,
Universitas di Malang,STIE Malangkucecwara,955,4.8,"Jl. Terusan Candi Kalasan Jl. Candi Waringin Lawang, Mojolangu, Malang, Jawa Timur, 65142, Indonesia",ID,Jawa Timur,East Java,https://web.stie-mce.ac.id/,+62 341 491813,"Thursday 8 AM–4 PM  2024-10-17
Friday 8 AM–4 PM  2024-10-18
Saturday Closed  2024-10-19
Sunday Closed  2024-10-20
Monday 8 AM–4 PM  2024-10-21
Tuesday 8 AM–4 PM  2024-10-22
Wednesday 8 AM–4 PM  2024-10-23
 ",https://www.google.com/maps/place/STIE+Malangkucecwara/data=!4m5!3m4!1s0x2dd629c2206a7337:0xf94db875ac90b7da!8m2!3d-7.941989!4d112.637063?authuser=0&hl=en&rclk=1,0x2dd629c2206a7337:0xf94db875ac90b7da,ChIJN3NqIMIp1i0R2reQrHW4Tfk,,-7.941989,112.637063,Universitas Swasta,https://lh5.googleusercontent.com/p/AF1QipMMSMd1MR7DgEHQkF1QkUBdRo0nkFdlnQ0vkF99=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipMgIp-2jKPI32f6pmQbBN7LFMxksxfRB2gBEFeq=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOeO0dNxfD7ehqSxWXhZYfpa1IQH3gJ588cqHin=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipP3E1FV-_zhC1guuBmhD-n09S5xo1Ct-YPWFI-Z=w1024-h960-p-k-no,null,None,,"https://plus.codes/3J5P+6R Mojolangu, Malang City, East Java, Indonesia","3J5P+6R Mojolangu, Malang City, East Java, Indonesia",Wheelchair accessible parking lot,Monday 8 AM–4 PM  2024-10-21,Tuesday 8 AM–4 PM  2024-10-22,Wednesday 8 AM–4 PM  2024-10-23,Thursday 8 AM–4 PM  2024-10-17,Friday 8 AM–4 PM  2024-10-18,Saturday Closed  2024-10-19,Sunday Closed  2024-10-20,,,,,,,
Kampus di Malang,University Merdeka Malang,1167,4.7,"Jalan Terusan Dieng. 62-64 Klojen, Pisang Candi, Sukun, Malang City, East Java 65146, Indonesia",ID,Malang City,East Java,https://unmer.ac.id/,+62 341 568395,"Thursday 8 AM–2:15 PM  2024-10-17
Friday 8 AM–2:15 PM  2024-10-18
Saturday Closed  2024-10-19
Sunday Closed  2024-10-20
Monday 8 AM–2:15 PM  2024-10-21
Tuesday 8 AM–2:15 PM  2024-10-22
Wednesday 8 AM–2:15 PM  2024-10-23
 ",https://www.google.com/maps/place/University+Merdeka+Malang/data=!4m5!3m4!1s0x2dd6282b59adba8f:0xedb4ecc5e4924fbc!8m2!3d-7.9727033!4d112.6093611?authuser=0&hl=en&rclk=1,0x2dd6282b59adba8f:0xedb4ecc5e4924fbc,ChIJj7qtWSso1i0RvE-S5MXstO0,,-7.9727033,112.6093611,Universitas,https://lh5.googleusercontent.com/p/AF1QipMJdHCUBpBbCALqlbvY5e0-aIR2Q0V8k2j18l_C=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipNdFkujgnOXeGfFvx7ziT3JHFNYrI8lHlPcwcie=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPjWQv7vGkdSCDZ8ZaYG0pKaKWrHbyyRY7wtMwB=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipO5jqCKYsRFcVLQFZFLBZv6gmGbS8Gi9eXBwfDl=w1024-h960-p-k-no,null,None,,"https://plus.codes/2JG5+WP Pisang Candi, Malang City, East Java, Indonesia","2JG5+WP Pisang Candi, Malang City, East Java, Indonesia",Wheelchair accessible parking lot,Monday 8 AM–2:15 PM  2024-10-21,Tuesday 8 AM–2:15 PM  2024-10-22,Wednesday 8 AM–2:15 PM  2024-10-23,Thursday 8 AM–2:15 PM  2024-10-17,Friday 8 AM–2:15 PM  2024-10-18,Saturday Closed  2024-10-19,Sunday Closed  2024-10-20,,,,,,,
Mall di Malang,Ramayana Dinoyo Malang,2571,4.4,"Mall dinoyo city, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,https://ramayana.co.id/,null,"Thursday 9 AM–9 PM  2024-10-17
Friday 9 AM–9 PM  2024-10-18
Saturday 10 AM–9 PM  2024-10-19
Sunday 9 AM–9 PM  2024-10-20
Monday 9 AM–9 PM  2024-10-21
Tuesday 9 AM–9 PM  2024-10-22
Wednesday 9 AM–9 PM  2024-10-23
 ",https://www.google.com/maps/place/Ramayana+Dinoyo+Malang/data=!4m5!3m4!1s0x2e788335197ff483:0x932b815f779a336d!8m2!3d-7.9378428!4d112.6069986?authuser=0&hl=en&rclk=1,0x2e788335197ff483:0x932b815f779a336d,ChIJg_R_GTWDeC4RbTOad1-BK5M,,-7.9378428,112.6069986,Pusat Perbelanjaan,https://lh5.googleusercontent.com/p/AF1QipN48v_JumnZlvDeUnCkoF_cJWEAFDi7kdzmoFpC=w408-h272-k-no,https://lh5.googleusercontent.com/p/AF1QipN48v_JumnZlvDeUnCkoF_cJWEAFDi7kdzmoFpC=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOpL5a1Qp-eaVpEgrdzZsEznkwYgW1bu1Q9JYKc=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNQdLUOVxK5Xmoe5AfIqPCm7aAwIzKWJFNnV6ts=w1024-h960-p-k-no,null,None,,"https://plus.codes/3J64+VQ Dinoyo, Malang City, East Java, Indonesia","3J64+VQ Dinoyo, Malang City, East Java, Indonesia",null,Monday 9 AM–9 PM  2024-10-21,Tuesday 9 AM–9 PM  2024-10-22,Wednesday 9 AM–9 PM  2024-10-23,Thursday 9 AM–9 PM  2024-10-17,Friday 9 AM–9 PM  2024-10-18,Saturday 10 AM–9 PM  2024-10-19,Sunday 9 AM–9 PM  2024-10-20,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;24% busy at 9 AM;35% busy at 10 AM;43% busy at 11 AM;45% busy at 12 PM;47% busy at 1 PM;50% busy at 2 PM;53% busy at 3 PM;58% busy at 4 PM;65% busy at 5 PM;72% busy at 6 PM;68% busy at 7 PM;55% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;24% busy at 9 AM;35% busy at 10 AM;41% busy at 11 AM;43% busy at 12 PM;44% busy at 1 PM;46% busy at 2 PM;46% busy at 3 PM;49% busy at 4 PM;53% busy at 5 PM;59% busy at 6 PM;57% busy at 7 PM;47% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;23% busy at 9 AM;33% busy at 10 AM;40% busy at 11 AM;42% busy at 12 PM;44% busy at 1 PM;45% busy at 2 PM;47% busy at 3 PM;52% busy at 4 PM;58% busy at 5 PM;66% busy at 6 PM;62% busy at 7 PM;50% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;26% busy at 9 AM;37% busy at 10 AM;44% busy at 11 AM;46% busy at 12 PM;48% busy at 1 PM;50% busy at 2 PM;52% busy at 3 PM;58% busy at 4 PM;65% busy at 5 PM;73% busy at 6 PM;69% busy at 7 PM;55% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;26% busy at 9 AM;37% busy at 10 AM;42% busy at 11 AM;42% busy at 12 PM;44% busy at 1 PM;46% busy at 2 PM;49% busy at 3 PM;56% busy at 4 PM;64% busy at 5 PM;73% busy at 6 PM;70% busy at 7 PM;56% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;0% busy at 9 AM;44% busy at 10 AM;56% busy at 11 AM;60% busy at 12 PM;61% busy at 1 PM;61% busy at 2 PM;62% busy at 3 PM;67% busy at 4 PM;75% busy at 5 PM;85% busy at 6 PM;83% busy at 7 PM;66% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;32% busy at 9 AM;51% busy at 10 AM;65% busy at 11 AM;73% busy at 12 PM;78% busy at 1 PM;82% busy at 2 PM;85% busy at 3 PM;90% busy at 4 PM;96% busy at 5 PM;100% busy at 6 PM;90% busy at 7 PM;67% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;
Universitas di Malang,Kampus 2 ITSK RS dr. Soepraoen,762,4.9,"Jl. S. Supriadi No.22, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia",ID,Malang City,East Java,http://itsk-soepraoen.ac.id/,+62 341 351275,"Thursday 8 AM–3:30 PM  2024-10-17
Friday 8 AM–3:30 PM  2024-10-18
Saturday Closed  2024-10-19
Sunday Closed  2024-10-20
Monday 8 AM–3:30 PM  2024-10-21
Tuesday 8 AM–3:30 PM  2024-10-22
Wednesday 8 AM–3:30 PM  2024-10-23
 ",https://www.google.com/maps/place/Kampus+2+ITSK+RS+dr.+Soepraoen/data=!4m5!3m4!1s0x2dd6281d6d2d9ecf:0x30e491887b18d4f0!8m2!3d-7.9869736!4d112.6196197?authuser=0&hl=en&rclk=1,0x2dd6281d6d2d9ecf:0x30e491887b18d4f0,ChIJz54tbR0o1i0R8NQYe4iR5DA,,-7.9869736,112.6196197,Perguruan Tinggi,https://lh5.googleusercontent.com/p/AF1QipN7zAd5H7iqNcYcCOxvHAzoQJC6pxePbNijrIa9=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipNwUSYJLcQUyUNfiUpNvfPi0cWK9O4YAN9uG708=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPpgDxhMTdtPIkuZ1EKr6GjVGypMkLGhZpo-1bM=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipM7j7Zdoy2QYoe3Rg7XxJgvIAn1SBe82j5J9MaC=w1024-h960-p-k-no,null,None,,"https://plus.codes/2J79+6R Sukun, Malang City, East Java, Indonesia","2J79+6R Sukun, Malang City, East Java, Indonesia",Wheelchair accessible parking lot,Monday 8 AM–3:30 PM  2024-10-21,Tuesday 8 AM–3:30 PM  2024-10-22,Wednesday 8 AM–3:30 PM  2024-10-23,Thursday 8 AM–3:30 PM  2024-10-17,Friday 8 AM–3:30 PM  2024-10-18,Saturday Closed  2024-10-19,Sunday Closed  2024-10-20,,,,,,,
Sekolah Tinggi di Malang,State Polytechnic of Malang,1413,4.7,"Jl. Soekarno Hatta No.9, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,http://www.polinema.ac.id/,+62 341 404424,"Thursday 8 AM–4 PM  2024-10-17
Friday 8 AM–4:30 PM  2024-10-18
Saturday Closed  2024-10-19
Sunday Closed  2024-10-20
Monday 8 AM–4 PM  2024-10-21
Tuesday 8 AM–4 PM  2024-10-22
Wednesday 8 AM–4 PM  2024-10-23
 ",https://www.google.com/maps/place/State+Polytechnic+of+Malang/data=!4m5!3m4!1s0x2e78827687d272e7:0x789ce9a636cd3aa2!8m2!3d-7.9468912!4d112.6161209?authuser=0&hl=en&rclk=1,0x2e78827687d272e7:0x789ce9a636cd3aa2,ChIJ53LSh3aCeC4RojrNNqbpnHg,,-7.9468912,112.6161209,Politeknik,https://lh5.googleusercontent.com/p/AF1QipOJ8XFxttK7RN6fWpcqEs1waaerbUGVZulugpnH=w425-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipMd8HH3xhBBum3f2ks8t1O88zKWyGVG12ibz6Br=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMB5ZhkP1g8Yybu2rrheKVnuasBn0b1-rwqN578=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOevLoNgqui6OgAH2NLBruGvT_QptS3sZwzZKMD=w1024-h960-p-k-no,null,None,,"https://plus.codes/3J38+6C Jatimulyo, Malang City, East Java, Indonesia","3J38+6C Jatimulyo, Malang City, East Java, Indonesia",Wheelchair accessible parking lot,Monday 8 AM–4 PM  2024-10-21,Tuesday 8 AM–4 PM  2024-10-22,Wednesday 8 AM–4 PM  2024-10-23,Thursday 8 AM–4 PM  2024-10-17,Friday 8 AM–4:30 PM  2024-10-18,Saturday Closed  2024-10-19,Sunday Closed  2024-10-20,,,,,,,
Universitas di Malang,STMIK PPKIA Pradnya Paramita,118,4.7,"Jl. Laksda Adi Sucipto No.249a, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,http://stimata.ac.id/,+62 341 412699,"Thursday 8 AM–4 PM  2024-10-17
Friday 8 AM–4 PM  2024-10-18
Saturday Closed  2024-10-19
Sunday Closed  2024-10-20
Monday 8 AM–4 PM  2024-10-21
Tuesday 8 AM–4 PM  2024-10-22
Wednesday 8 AM–4 PM  2024-10-23
 ",https://www.google.com/maps/place/STMIK+PPKIA+Pradnya+Paramita/data=!4m5!3m4!1s0x2dd629bc05c97bc7:0x2cc8f9e59123671c!8m2!3d-7.9454035!4d112.6527841?authuser=0&hl=en&rclk=1,0x2dd629bc05c97bc7:0x2cc8f9e59123671c,ChIJx3vJBbwp1i0RHGcjkeX5yCw,,-7.9454035,112.6527841,Universitas,https://lh5.googleusercontent.com/p/AF1QipNnoJwIg5lT_iD2uW_sAPu-zP1NI3s8-ndm2zpW=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipNT6sEw86m5UK-jFTVmgcPPrb5uAj5QlRyX72CX=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNFhp1p3olEueWNCuBFtlEpTUg1xJWZfyu0dhub=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipODeVeFBH7MgbTTnutNoXWKg4Bu9FmWcYdcOL6V=w1024-h960-p-k-no,null,None,,"https://plus.codes/3M33+R4 Pandanwangi, Malang City, East Java, Indonesia","3M33+R4 Pandanwangi, Malang City, East Java, Indonesia",null,Monday 8 AM–4 PM  2024-10-21,Tuesday 8 AM–4 PM  2024-10-22,Wednesday 8 AM–4 PM  2024-10-23,Thursday 8 AM–4 PM  2024-10-17,Friday 8 AM–4 PM  2024-10-18,Saturday Closed  2024-10-19,Sunday Closed  2024-10-20,,,,,,,
Kampus di Malang,University of Muhammadiyah Malang Campus III,2058,4.7,"Jl. Raya Tlogomas No.246, Babatan, Tegalgondo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,http://www.umm.ac.id/,+62 341 464318,"Thursday 7 AM–8:45 PM  2024-10-17
Friday 7 AM–8:45 PM  2024-10-18
Saturday 7 AM–7:45 PM  2024-10-19
Sunday 7 AM–7:45 PM  2024-10-20
Monday 7 AM–8:45 PM  2024-10-21
Tuesday 7 AM–8:45 PM  2024-10-22
Wednesday 7 AM–8:45 PM  2024-10-23
 ",https://www.google.com/maps/place/University+of+Muhammadiyah+Malang+Campus+III/data=!4m5!3m4!1s0x2e7881f5405daac1:0xb39e4847109109e4!8m2!3d-7.9215169!4d112.5973649?authuser=0&hl=en&rclk=1,0x2e7881f5405daac1:0xb39e4847109109e4,ChIJwapdQPWBeC4R5AmREEdInrM,,-7.9215169,112.5973649,Universitas Swasta,https://lh5.googleusercontent.com/p/AF1QipMfhDEM3Y1o03XSiBE15Gvux9PoweWhKU6bVCQM=w408-h271-k-no,https://lh5.googleusercontent.com/p/AF1QipMu6WjwJPdCzjkUAOrXUr-Eoa6Goh0KKbsx6cNk=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPzxkbzJq_Bv0PbV3LQyFz_MYy3ZCDBxUyHJFO5=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOVZwjOH56BpG2UVzJxbPfhcUw6Un6fPqoDZDFE=w1024-h960-p-k-no,null,None,,"https://plus.codes/3HHW+9W Tegalgondo, Malang Regency, East Java, Indonesia","3HHW+9W Tegalgondo, Malang Regency, East Java, Indonesia",Wheelchair accessible parking lot,Monday 7 AM–8:45 PM  2024-10-21,Tuesday 7 AM–8:45 PM  2024-10-22,Wednesday 7 AM–8:45 PM  2024-10-23,Thursday 7 AM–8:45 PM  2024-10-17,Friday 7 AM–8:45 PM  2024-10-18,Saturday 7 AM–7:45 PM  2024-10-19,Sunday 7 AM–7:45 PM  2024-10-20,,,,,,,
Mall di Malang,Ramayana Kota Malang,4240,4.4,"Jl. Merdeka Timur, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,http://ramayana.co.id/,+62 341 369733,"Thursday 8 AM–9 PM  2024-10-17
Friday 8 AM–9 PM  2024-10-18
Saturday 8 AM–9:30 PM  2024-10-19
Sunday 8 AM–9:30 PM  2024-10-20
Monday 8 AM–9 PM  2024-10-21
Tuesday 8 AM–9 PM  2024-10-22
Wednesday 8 AM–9 PM  2024-10-23
 ",https://www.google.com/maps/place/Ramayana+Kota+Malang/data=!4m5!3m4!1s0x2dd6283d547bbc29:0x2c60c7aac293fc59!8m2!3d-7.9818198!4d112.6320302?authuser=0&hl=en&rclk=1,0x2dd6283d547bbc29:0x2c60c7aac293fc59,ChIJKbx7VD0o1i0RWfyTwqrHYCw,,-7.9818198,112.6320302,Toserba,https://lh5.googleusercontent.com/p/AF1QipPD2FIDUKuuHn7HjNJBfbO0nKWW4bsYObPFC-F-=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipN4ycFTmNPDJc_qB62NR-Qklhk1PYPQRzUAGfis=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMJRvuqjMljpxP9G9PS6AGlXow50skHpKr3r9S4=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipM8kNx9xQZomb_PmMreaMMhw7hJ1-9KzXhhC7vL=w1024-h960-p-k-no,null,None,,"https://plus.codes/2J9J+7R Kiduldalem, Malang City, East Java, Indonesia","2J9J+7R Kiduldalem, Malang City, East Java, Indonesia",Same-day delivery,Monday 8 AM–9 PM  2024-10-21,Tuesday 8 AM–9 PM  2024-10-22,Wednesday 8 AM–9 PM  2024-10-23,Thursday 8 AM–9 PM  2024-10-17,Friday 8 AM–9 PM  2024-10-18,Saturday 8 AM–9:30 PM  2024-10-19,Sunday 8 AM–9:30 PM  2024-10-20,0% busy at 6 AM;0% busy at 7 AM;39% busy at 8 AM;64% busy at 9 AM;84% busy at 10 AM;90% busy at 11 AM;87% busy at 12 PM;83% busy at 1 PM;77% busy at 2 PM;65% busy at 3 PM;55% busy at 4 PM;49% busy at 5 PM;48% busy at 6 PM;43% busy at 7 PM;30% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;46% busy at 8 AM;75% busy at 9 AM;96% busy at 10 AM;100% busy at 11 AM;91% busy at 12 PM;83% busy at 1 PM;72% busy at 2 PM;60% busy at 3 PM;50% busy at 4 PM;46% busy at 5 PM;46% busy at 6 PM;42% busy at 7 PM;31% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;38% busy at 8 AM;64% busy at 9 AM;82% busy at 10 AM;86% busy at 11 AM;82% busy at 12 PM;79% busy at 1 PM;70% busy at 2 PM;58% busy at 3 PM;47% busy at 4 PM;40% busy at 5 PM;39% busy at 6 PM;37% busy at 7 PM;27% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;43% busy at 8 AM;71% busy at 9 AM;91% busy at 10 AM;96% busy at 11 AM;90% busy at 12 PM;84% busy at 1 PM;74% busy at 2 PM;60% busy at 3 PM;50% busy at 4 PM;47% busy at 5 PM;47% busy at 6 PM;43% busy at 7 PM;32% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;46% busy at 8 AM;68% busy at 9 AM;79% busy at 10 AM;76% busy at 11 AM;74% busy at 12 PM;76% busy at 1 PM;71% busy at 2 PM;61% busy at 3 PM;56% busy at 4 PM;58% busy at 5 PM;64% busy at 6 PM;61% busy at 7 PM;44% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;14% busy at 8 AM;27% busy at 9 AM;45% busy at 10 AM;58% busy at 11 AM;64% busy at 12 PM;64% busy at 1 PM;62% busy at 2 PM;59% busy at 3 PM;61% busy at 4 PM;67% busy at 5 PM;76% busy at 6 PM;78% busy at 7 PM;62% busy at 8 PM;36% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;,0% busy at 6 AM;0% busy at 7 AM;21% busy at 8 AM;42% busy at 9 AM;67% busy at 10 AM;85% busy at 11 AM;92% busy at 12 PM;90% busy at 1 PM;85% busy at 2 PM;80% busy at 3 PM;78% busy at 4 PM;77% busy at 5 PM;75% busy at 6 PM;67% busy at 7 PM;47% busy at 8 PM;25% busy at 9 PM;0% busy at 10 PM;0% busy at 11 PM;
Sekolah Tinggi di Malang,PGRI Kanjuruhan University,674,4.5,"Jl. S. Supriadi No.48, Bandungrejosari, Kec. Sukun, Kota Malang, Jawa Timur 65148, Indonesia",ID,Malang City,East Java,https://unikama.ac.id/,+62 341 801488,"Thursday 8 AM–4 PM  2024-10-17
Friday 8 AM–4 PM  2024-10-18
Saturday Closed  2024-10-19
Sunday Closed  2024-10-20
Monday 8 AM–4 PM  2024-10-21
Tuesday 8 AM–4 PM  2024-10-22
Wednesday 8 AM–4 PM  2024-10-23
 ",https://www.google.com/maps/place/PGRI+Kanjuruhan+University/data=!4m5!3m4!1s0x2e789d55fbd71693:0x8dbd37f286b57bff!8m2!3d-8.0068475!4d112.6201209?authuser=0&hl=en&rclk=1,0x2e789d55fbd71693:0x8dbd37f286b57bff,ChIJkxbX-1WdeC4R_3u1hvI3vY0,,-8.0068475,112.6201209,Universitas,https://lh5.googleusercontent.com/p/AF1QipOOO_yr5lSNA_eTg8vE141643pPigiVtg3XEJFB=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipOOO_yr5lSNA_eTg8vE141643pPigiVtg3XEJFB=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipN8mMdHcNmS5sspIqndzgHhtk32fAzRv1SMj-Qm=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipN9VuWsD9QwNiOxlJUXNDumwAd776GJ4s3aCvix=w1024-h960-p-k-no,null,None,,"https://plus.codes/XJVC+72 Bandungrejosari, Malang City, East Java, Indonesia","XJVC+72 Bandungrejosari, Malang City, East Java, Indonesia",null,Monday 8 AM–4 PM  2024-10-21,Tuesday 8 AM–4 PM  2024-10-22,Wednesday 8 AM–4 PM  2024-10-23,Thursday 8 AM–4 PM  2024-10-17,Friday 8 AM–4 PM  2024-10-18,Saturday Closed  2024-10-19,Sunday Closed  2024-10-20,,,,,,,
Kampus di Malang,"University of Muhammadiyah Malang, Campus II",507,4.5,"Jl. Bendungan Sutami No.188, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,http://www.umm.ac.id/,+62 341 551149,"Thursday Open 24 hours  2024-10-17
Friday Open 24 hours  2024-10-18
Saturday Open 24 hours  2024-10-19
Sunday Open 24 hours  2024-10-20
Monday Open 24 hours  2024-10-21
Tuesday Open 24 hours  2024-10-22
Wednesday Open 24 hours  2024-10-23
 ","https://www.google.com/maps/place/University+of+Muhammadiyah+Malang,+Campus+II/data=!4m5!3m4!1s0x2e78827dfb328057:0xf1c27b74bd7e73b9!8m2!3d-7.9577764!4d112.6138654?authuser=0&hl=en&rclk=1",0x2e78827dfb328057:0xf1c27b74bd7e73b9,ChIJV4Ay-32CeC4RuXN-vXR7wvE,,-7.9577764,112.6138654,Universitas Swasta,https://lh5.googleusercontent.com/p/AF1QipNAiIHjlHGSee939UJRbAoVEgXqfLU2B6aj3GTF=w525-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipOym0QeRjdC55EONW2fKOj8CG4CrruOTnZiUCQA=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/HCYdV_yxBWOaRFXu78NXkQ=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOx_bvYYQIipK9vkmAjcI1-fv6khtc3NY0RCDmf=w1024-h960-p-k-no,null,None,,"https://plus.codes/2JR7+VG Sumbersari, Malang City, East Java, Indonesia","2JR7+VG Sumbersari, Malang City, East Java, Indonesia",Wheelchair accessible parking lot,Monday Open 24 hours  2024-10-21,Tuesday Open 24 hours  2024-10-22,Wednesday Open 24 hours  2024-10-23,Thursday Open 24 hours  2024-10-17,Friday Open 24 hours  2024-10-18,Saturday Open 24 hours  2024-10-19,Sunday Open 24 hours  2024-10-20,,,,,,,
